"user_id","june_amount","core"
1161557,210.3093293,"not_core"
1162544,726.6650841,"not_core"
1162656,811.9201387,"not_core"
1162817,2704.4944475,"core"
1163408,194.2396511,"not_core"
1163446,396.18622881,"not_core"
1164250,1441.702804,"not_core"
1164617,592.1395393,"not_core"
1164838,232.2156297,"not_core"
1165095,538.1111018,"not_core"
1165402,372.1976463,"not_core"
1165448,127.0513052,"not_core"
1165509,1195.483801,"core"
1165519,386.6559903,"not_core"
1165762,391.1541127,"not_core"
1165956,350.0696633,"not_core"
1166068,819.207097,"not_core"
1166080,212.5169447,"not_core"
1166116,466.3002152,"not_core"
1166712,419.0553264,"not_core"
1167134,579.8184148,"not_core"
1167928,814.5872318,"not_core"
1168452,660.5917462,"not_core"
1168862,397.0767939,"not_core"
1169115,334.3072614,"not_core"
1169828,718.4858053,"not_core"
1170693,348.3133754,"not_core"
1170952,1000.357899,"not_core"
1171434,444.4102054,"not_core"
1171545,357.0401751,"not_core"
1171646,1586.7337353,"core"
1171772,302.4980612,"not_core"
1172260,137.0942777,"not_core"
1172373,445.5104131,"not_core"
1172949,746.2673567,"not_core"
1173410,498.7234437,"not_core"
1173706,362.0920465,"not_core"
1173720,937.9115118,"not_core"
1173975,428.7107451,"not_core"
1174018,1399.6268234,"core"
1174369,1488.917168,"not_core"
1174394,858.1883454,"not_core"
1174425,797.1429183,"not_core"
1174541,496.6503656,"not_core"
1175355,613.9653393,"not_core"
1177641,442.3912361,"not_core"
1178063,847.2211731,"not_core"
